"Word","Length"
"recapitulation","14"
"recapture","9"
"recaptured","10"
"recast","6"
"recede","6"
"receded","7"
"receding","8"
"receipt","7"
"receipts","8"
"receive","7"
"received","8"
"receiver","8"
"receivers","9"
"receives","8"
"receiving","9"
"recent","6"
"recently","8"
"receptacle","10"
"reception","9"
"receptionist","12"
"receptionist's","14"
"receptions","10"
"receptive","9"
"recess","6"
"recessed","8"
"recession","9"
"recessive","9"
"recharge","8"
"rechartering","12"
"recheck","7"
"recidivism","10"
"recipe","6"
"recipes","7"
"recipient","9"
"recipients","10"
"reciprocal","10"
"reciprocate","11"
"reciprocity","11"
"recital","7"
"recitals","8"
"recitation","10"
"recitative","10"
"recite","6"
"recited","7"
"reciting","8"
"reckless","8"
"recklessness","12"
"reckon","6"
"reckoned","8"
"reckoning","9"
"reckonings","10"
"reckons","7"
"reclaim","7"
"reclaimed","9"
"reclamation","11"
"reclassification","16"
"reclassified","12"
"recline","7"
"reclining","9"
"recluse","7"
"recognition","11"
"recognizable","12"
"recognizance","12"
"recognize","9"
"recognized","10"
"recognizes","10"
"recognizing","11"
"recoil","6"
"recoiled","8"
"recollect","9"
"recollected","11"
"recollection","12"
"recollections","13"
"recommence","10"
"recommend","9"
"recommendation","14"
"recommendations","15"
"recommended","11"
"recommending","12"
"recommends","10"
"recompense","10"
"reconcile","9"
"reconciled","10"
"reconciles","10"
"reconciliation","14"
"reconciling","11"
"recondition","11"
"reconditioning","14"
"reconnaissance","14"
"reconsider","10"
"reconsideration","15"
"reconsidered","12"
"reconstitute","12"
"reconstruct","11"
"reconstructed","13"
"reconstruction","14"
"reconstructs","12"
"recontamination","15"
"reconvened","10"
"reconvenes","10"
"reconverting","12"
"recopied","8"
"record","6"
"recorded","8"
"recorder","8"
"recording","9"
"recordings","10"
"records","7"
"recount","7"
"recounted","9"
"recounting","10"
"recounts","8"
"recoup","6"
"recouped","8"
"recourse","8"
"recover","7"
"recoverable","11"
"recovered","9"
"recovering","10"
"recovers","8"
"recovery","8"
"recreate","8"
"recreated","9"
"recreates","9"
"recreating","10"
"recreation","10"
"recreational","12"
"recriminate","11"
"recrimination","13"
"recriminations","14"
"recruit","7"
"recruited","9"
"recruiter","9"
"recruiting","10"
"recruitment","11"
"recruits","8"
"rectal","6"
"rectangle","9"
"rectangular","11"
"rectification","13"
"rectifier","9"
"rectify","7"
"rectilinear","11"
"rectitude","9"
"rector","6"
"rector's","8"
"rectory","7"
"rectum","6"
"recumbent","9"
"recuperate","10"
"recuperating","12"
"recuperation","12"
"recur","5"
"recurred","8"
"recurrence","10"
"recurrent","9"
"recurrently","11"
"recurring","9"
"recursive","9"
"recusant","8"
"recycle","7"
"red","3"
"redactions","10"
"redbirds","8"
"redbreast","9"
"redcoat","7"
"redcoats","8"
"redden","6"
"reddened","8"
"redder","6"
"redding","7"
"reddish","7"
"redecorate","10"
"redecorated","11"
"redecorating","12"
"redecoration","12"
"rededicate","10"
"redeem","6"
"redeemed","8"
"redeeming","9"
"redefined","9"
"redefinition","12"
"redemption","10"
"redemptive","10"
"redeploy","8"
"redevelopment","13"
"redhead","7"
"redheaded","9"
"redheads","8"
"redirect","8"
"redirecting","11"
"rediscover","10"
"rediscovering","13"
"rediscovers","11"
"redistribute","12"
"redistributed","13"
"redistribution","14"
"redistricting","13"
"redneck","7"
"redo","4"
"redolent","8"
"redouble","8"
"redoubled","9"
"redoubt","7"
"redress","7"
"redressed","9"
"reds","4"
"red's","5"
"redskin","7"
"reduce","6"
"reduced","7"
"reducer","7"
"reduces","7"
"reducing","8"
"reduction","9"
"reductions","10"
"redundancy","10"
"redundant","9"
"reduplicate","11"
"redwing","7"
"redwood","7"
"redwoods","8"
"reed","4"
"reeducate","9"
"reeducation","11"
"reedy","5"
"reef","4"
"reefer","6"
"reefs","5"
"reek","4"
"reeked","6"
"reeking","7"
"reel","4"
"reelected","9"
"reelection","10"
"reeled","6"
"reeling","7"
"reels","5"
"reemerged","9"
"reenact","7"
"reentered","9"
"reestablish","11"
"reevaluation","12"
"reexamination","13"
"reexamine","9"
"ref","3"
"reface","6"
"refashion","9"
"refectories","11"
"refer","5"
"referee","7"
"reference","9"
"references","10"
"referendum","10"
"referent","8"
"referential","11"
"referral","8"
"referrals","9"
"referred","8"
"referring","9"
"refers","6"
"refill","6"
"refilled","8"
"refinance","9"
"refine","6"
"refined","7"
"refinement","10"
"refinements","11"
"refiner","7"
"refinery","8"
"refining","8"
"refit","5"
"reflect","7"
"reflectance","11"
"reflected","9"
"reflecting","10"
"reflection","10"
"reflections","11"
"reflective","10"
"reflector","9"
"reflectors","10"
"reflects","8"
"reflex","6"
"reflexes","8"
"reflexive","9"
"reflux","6"
"refocusing","10"
"refolded","8"
"reforest","8"
"reforestation","13"
"reform","6"
"reformation","11"
"reformatory","11"
"reformed","8"
"reformer","8"
"reformers","9"
"reforming","9"
"reformism","9"
"reforms","7"
"reformulated","12"
"refract","7"
"refracted","9"
"refraction","10"
"refractive","10"
"refractory","10"
"refrain","7"
"refrained","9"
"refresh","7"
"refreshed","9"
"refresher","9"
"refreshing","10"
"refreshingly","12"
"refreshment","11"
"refreshments","12"
"refrigerant","11"
"refrigerate","11"
"refrigerated","12"
"refrigeration","13"
"refrigerator","12"
"refrigerators","13"
"refuel","6"
"refueling","9"
"refuge","6"
"refugee","7"
"refugees","8"
"refund","6"
"refunded","8"
"refunds","7"
"refurbish","9"
"refurbished","11"
"refurbishing","12"
"refusal","7"
"refuse","6"
"refused","7"
"refuses","7"
"refusing","8"
"refutable","9"
"refutation","10"
"refute","6"
"refuted","7"
"regain","6"
"regained","8"
"regaining","9"
"regains","7"
"regal","5"
"regaled","7"
"regalia","7"
"regard","6"
"regarded","8"
"regarding","9"
"regardless","10"
"regards","7"
"regatta","7"
"regattas","8"
"regency","7"
"regenerate","10"
"regenerates","11"
"regenerating","12"
"regeneration","12"
"regent","6"
"regents","7"
"reggae","6"
"regicide","8"
"regime","6"
"regimen","7"
"regiment","8"
"regimentation","13"
"regimented","10"
"regiments","9"
"regiment's","10"
"regimes","7"
"Regina","6"
"Reginald","8"
"region","6"
"regional","8"
"regionalism","11"
"regionally","10"
"regions","7"
"region's","8"
"register","8"
"registered","10"
"registering","11"
"registers","9"
"registrant","10"
"registrants","11"
"registrant's","12"
"registrar","9"
"registration","12"
"registrations","13"
"registries","10"
"registry","8"
"regress","7"
"regression","10"
"regret","6"
"regretfully","11"
"regrets","7"
"regrettable","11"
"regrettably","11"
"regretted","9"
"reground","8"
"regroup","7"
"regrouped","9"
"regrouping","10"
"regular","7"
"regularity","10"
"regularize","10"
"regularly","9"
"regulars","8"
"regulate","8"
"regulated","9"
"regulating","10"
"regulation","10"
"regulations","11"
"regulative","10"
"regulator","9"
"regulatory","10"
"regurgitate","11"
"regurgitation","13"
"rehabilitate","12"
"rehabilitating","14"
"rehabilitation","14"
"rehabilitations","15"
"reharmonization","15"
"rehash","6"
"rehear","6"
"rehearing","9"
"rehearsal","9"
"rehearsals","10"
"rehearse","8"
"rehearsed","9"
"rehearsing","10"
"rehouse","7"
"Reich","5"
"reify","5"
"reign","5"
"reigned","7"
"reigning","8"
"reigns","6"
"Reilly","6"
"reimburse","9"
"reimburseable","13"
"reimbursed","10"
"reimbursement","13"
"reimbursements","14"
"reimburses","10"
"rein","4"
"reincarnate","11"
"reincarnated","12"
"reincarnation","13"
"reindeer","8"
"reined","6"
"reinforce","9"
"reinforced","10"
"reinforcement","13"
"reinforcements","14"
"reinforces","10"
"reinforcing","11"
"reins","5"
"reinstall","9"
"reinstate","9"
"reinstated","10"
"reinstatement","13"
"reinstitution","13"
"reinsurance","11"
"reinsure","8"
"reinterpret","11"
"reinterpreted","13"
"reintroduces","12"
"reinvestigation","15"
"reinvigoration","14"
"reissue","7"
"reiterate","9"
"reiterated","10"
"reiterates","10"
"reiterating","11"
"reiteration","11"
"reject","6"
"rejected","8"
"rejecting","9"
"rejection","9"
"rejections","10"
"rejects","7"
"rejoice","7"
"rejoiced","8"
"rejoices","8"
"rejoicing","9"
"rejoin","6"
"rejoinder","9"
"rejoining","9"
"rejuvenate","10"
"rejuvenation","12"
"rekindle","8"
"rekindling","10"
"relaid","6"
"relapse","7"
"relate","6"
"related","7"
"relatedness","11"
"relates","7"
"relating","8"
"relation","8"
"relational","10"
"relations","9"
"relationship","12"
"relationships","13"
"relative","8"
"relatively","10"
"relatives","9"
"relativism","10"
"relativist","10"
"relativistic","12"
"relativity","10"
"relax","5"
"relaxation","10"
"relaxed","7"
"relaxes","7"
"relaxing","8"
"relay","5"
"relayed","7"
"relaying","8"
"relearns","8"
"release","7"
"released","8"
"releases","8"
"releasing","9"
"relegate","8"
"relegated","9"
"relent","6"
"relented","8"
"relentless","10"
"relentlessly","12"
"relentlessness","14"
"relevance","9"
"relevancy","9"
"relevant","8"
"reliable","8"
"reliably","8"
"reliance","8"
"reliant","7"
"relic","5"
"relict","6"
"relied","6"
"relief","6"
"relies","6"
"relieve","7"
"relieved","8"
"relieves","8"
"relieving","9"
"religion","8"
"religions","9"
"religious","9"
"religiously","11"
"religiousness","13"
"reline","6"
"relinquish","10"
"relinquished","12"
"relinquishing","13"
"relish","6"
"relishes","8"
"relishing","9"
"relive","6"
"relives","7"
"reliving","8"
"reload","6"
"reloaded","8"
"relocate","8"
"relocation","10"
"reluctance","10"
"reluctant","9"
"reluctantly","11"
"rely","4"
"relying","7"
"remade","6"
"remain","6"
"remainder","9"
"remained","8"
"remaining","9"
"remains","7"
"remake","6"
"remaking","8"
"remand","6"
"remanded","8"
"remanding","9"
"remark","6"
"remarkable","10"
"remarkably","10"
"remarked","8"
"remarking","9"
"remarks","7"
"remarriage","10"
"remarried","9"
"remarry","7"
"remarrying","10"
"Rembrandt","9"
"Rembrandt's","11"
"remedial","8"
"remedies","8"
"remedy","6"
"remember","8"
"remembered","10"
"remembering","11"
"remembers","9"
"remembrance","11"
"remembrances","12"
"remilitarize","12"
"remind","6"
"reminded","8"
"reminder","8"
"reminders","9"
"reminding","9"
"reminds","7"
"reminisce","9"
"reminisced","10"
"reminiscence","12"
"reminiscences","13"
"reminiscent","11"
"reminisces","10"
"reminiscing","11"
"remiss","6"
"remission","9"
"remissions","10"
"remitted","8"
"remnant","7"
"remnants","8"
"remodel","7"
"remodeled","9"
"remodeling","10"
"remolding","9"
"remonstrance","12"
"remonstrate","11"
"remonstrated","12"
"remorse","7"
"remorseful","10"
"remorseless","11"
"remote","6"
"remotely","8"
"remoteness","10"
"remoter","7"
"remotest","8"
"remount","7"
"remounting","10"
"removable","9"
"removal","7"
"remove","6"
"removed","7"
"remover","7"
"removes","7"
"removing","8"
"remunerate","10"
"remuneration","12"
"remunerative","12"
"Renaissance","11"
"renal","5"
"rename","6"
"renamed","7"
"renascent","9"
"renaturation","12"
"rend","4"
"render","6"
"rendered","8"
"rendering","9"
"renderings","10"
"renders","7"
"rendezvous","10"
"rendition","9"
"renditions","10"
"renegade","8"
"renege","6"
"renew","5"
"renewable","9"
"renewal","7"
"renewed","7"
"renewing","8"
"renews","6"
"Reno","4"
"renounce","8"
"renouncing","10"
"renovate","8"
"renovated","9"
"renovation","10"
"renown","6"
"renowned","8"
"rent","4"
"rental","6"
"rentals","7"
"rented","6"
"renting","7"
"rents","5"
"renunciation","12"
"renunciations","13"
"reopen","6"
"reopened","8"
"reopening","9"
"reorder","7"
"reorganization","14"
"reorganizations","15"
"reorganize","10"
"reorganized","11"
"reorganizing","12"
"reorient","8"
"reorientation","13"
"reoriented","10"
"rep","3"
"repaid","6"
"repaint","7"
"repainting","10"
"repair","6"
"repaired","8"
"repairing","9"
"repairmen","9"
"repairs","7"
"reparable","9"
"reparation","10"
"repast","6"
"repatriate","10"
"repatriation","12"
"repay","5"
"repayable","9"
"repayment","9"
"repeal","6"
"repealed","8"
"repeat","6"
"repeated","8"
"repeatedly","10"
"repeater","8"
"repeating","9"
"repeats","7"
"repel","5"
"repelled","8"
"repellent","9"
"repels","6"
"repent","6"
"repentance","10"
"repentant","9"
"repercussion","12"
"repercussions","13"
"repertoire","10"
"repertory","9"
"repetition","10"
"repetitions","11"
"repetitious","11"
"repetitive","10"
"rephrased","9"
"replace","7"
"replaced","8"
"replacement","11"
"replacements","12"
"replaces","8"
"replacing","9"
"replanted","9"
"replay","6"
"replenish","9"
"replenished","11"
"replenishment","13"
"replete","7"
"replica","7"
"replicate","9"
"replication","11"
"replied","7"
"replies","7"
"reply","5"
"replying","8"
"reponses","8"
"report","6"
"reported","8"
"reportedly","10"
"reporter","8"
"reporters","9"
"reporting","9"
"reportorial","11"
"reports","7"
"repose","6"
"reposed","7"
"repositories","12"
"repository","10"
"repossess","9"
"repossession","12"
"repot","5"
"reprehend","9"
"reprehensible","13"
"represent","9"
"representation","14"
"representational","16"
"representations","15"
"representative","14"
"representatives","15"
"represented","11"
"representing","12"
"represents","10"
"repress","7"
"repressed","9"
"repression","10"
"repressions","11"
"repressive","10"
"reprieve","8"
"reprimand","9"
"reprimanded","11"
"reprint","7"
"reprinted","9"
"reprints","8"
"reprisal","8"
"reprisals","9"
"reprise","7"
"reproach","8"
"reproaches","10"
"reproachful","11"
"reprobate","9"
"reprobating","11"
"reproduce","9"
"reproduced","10"
"reproduces","10"
"reproducibilities","17"
"reproducibility","15"
"reproducible","12"
"reproducibly","12"
"reproducing","11"
"reproduction","12"
"reproductions","13"
"reproductive","12"
"reproof","7"
"reprove","7"
"reprovingly","11"
"reps","4"
"reptile","7"
"reptilian","9"
"republic","8"
"Republican","10"
"republicanism","13"
"Republicans","11"
"republics","9"
"repudiate","9"
"repudiated","10"
"repudiating","11"
"repudiation","11"
"repugnance","10"
"repugnant","9"
"repulse","7"
"repulsed","8"
"repulsion","9"
"repulsions","10"
"repulsive","9"
"reputable","9"
"reputation","10"
"reputations","11"
"reputation's","12"
"repute","6"
"reputed","7"
"reputedly","9"
"request","7"
"requested","9"
"requesting","10"
"requests","8"
"requiem","7"
"require","7"
"required","8"
"requirement","11"
"requirements","12"
"requires","8"
"requiring","9"
"requisite","9"
"requisites","10"
"requisition","11"
"requisitioned","13"
"requital","8"
"reread","6"
"rerun","5"
"resale","6"
"rescind","7"
"rescinded","9"
"rescript","8"
"rescue","6"
"rescued","7"
"rescuer","7"
"rescuing","8"
"resealed","8"
"research","8"
"researchable","12"
"researcher","10"
"researchers","11"
"researches","10"
"researching","11"
"reseat","6"
"resemblance","11"
"resemble","8"
"resembled","9"
"resembles","9"
"resembling","10"
"resent","6"
"resented","8"
"resentful","9"
"resentment","10"
"reservation","11"
"reservations","12"
"reserve","7"
"reserved","8"
"reserves","8"
"reserving","9"
"reservoir","9"
"reservoirs","10"
"reset","5"
"resettle","8"
"resettlement","12"
"resettling","10"
"reshaped","8"
"reshapes","8"
"reshuffle","9"
"reside","6"
"resided","7"
"residence","9"
"residences","10"
"residency","9"
"resident","8"
"residential","11"
"residentially","13"
"residents","9"
"resides","7"
"residing","8"
"residual","8"
"residue","7"
"residues","8"
"resifted","8"
"resign","6"
"resignation","11"
"resignations","12"
"resigned","8"
"resignedly","10"
"resigning","9"
"resigns","7"
"resilience","10"
"resilient","9"
"resin","5"
"resinlike","9"
"resinous","8"
"resins","6"
"resiny","6"
"resist","6"
"resistance","10"
"resistances","11"
"resistant","9"
"resisted","8"
"resistible","10"
"resisting","9"
"resistive","9"
"resistor","8"
"resistors","9"
"resists","7"
"resole","6"
"resolute","8"
"resolutely","10"
"resolution","10"
"resolutions","11"
"resolve","7"
"resolved","8"
"resolves","8"
"resolving","9"
"resonance","9"
"resonances","10"
"resonant","8"
"resonate","8"
"resort","6"
"resorted","8"
"resorting","9"
"resorts","7"
"resound","7"
"resounding","10"
"resounds","8"
"resource","8"
"resourceful","11"
"resourcefully","13"
"resourcefulness","15"
"resources","9"
"respect","7"
"respectability","14"
"respectable","11"
"respected","9"
"respectful","10"
"respecting","10"
"respective","10"
"respectively","12"
"respects","8"
"respiration","11"
"respirator","10"
"respirators","11"
"respiratory","11"
"respire","7"
"respite","7"
"resplendence","12"
"resplendent","11"
"respond","7"
"responded","9"
"respondent","10"
"respondents","11"
"respondent's","12"
"responding","10"
"responds","8"
"response","8"
"responses","9"
"responsibilities","16"
"responsibility","14"
"responsible","11"
"responsibly","11"
"responsive","10"
"responsively","12"
"responsiveness","14"
"rest","4"
"restage","7"
"restate","7"
"restatement","11"
"restates","8"
"restating","9"
"restaurant","10"
"restauranteur","13"
"restaurants","11"
"restaurateur","12"
"rested","6"
"restful","7"
"resting","7"
"restitution","11"
"restive","7"
"restively","9"
"restless","8"
"restlessness","12"
"restock","7"
"restorability","13"
"restoration","11"
"restorative","11"
"restore","7"
"restored","8"
"restorers","9"
"restoring","9"
"restrain","8"
"restrained","10"
"restraining","11"
"restrains","9"
"restraint","9"
"restraints","10"
"restrict","8"
"restricted","10"
"restricting","11"
"restriction","11"
"restrictions","12"
"restrictive","11"
"restricts","9"
"restructure","11"
"restructured","12"
"rests","5"
"restudy","7"
"resublimed","10"
"result","6"
"resultant","9"
"resultants","10"
"resulted","8"
"resulting","9"
"results","7"
"resume","6"
"resumed","7"
"resuming","8"
"resumption","10"
"resurface","9"
"resurgence","10"
"resurgent","9"
"resurrect","9"
"resurrected","11"
"resurrecting","12"
"resurrection","12"
"resuscitate","11"
"resuscitation","13"
"resuspended","11"
"resuspension","12"
"retail","6"
"retailer","8"
"retailers","9"
"retailing","9"
"retain","6"
"retained","8"
"retainer","8"
"retainers","9"
"retaining","9"
"retains","7"
"retake","6"
"retaliate","9"
"retaliated","10"
"retaliating","11"
"retaliation","11"
"retard","6"
"retardation","11"
"retarded","8"
"retarding","9"
"retch","5"
"retching","8"
"retell","6"
"retelling","9"
"retention","9"
"retentive","9"
"retentiveness","13"
"rethink","7"
"reticence","9"
"reticent","8"
"retied","6"
"retina","6"
"retinal","7"
"retinue","7"
"retire","6"
"retired","7"
"retirement","10"
"retirements","11"
"retires","7"
"retiring","8"
"retold","6"
"retool","6"
"retort","6"
"retorted","8"
"retouch","7"
"retouching","10"
"retrace","7"
"retraced","8"
"retracing","9"
"retract","7"
"retracted","9"
"retractile","10"
"retraction","10"
"retraining","10"
"retranslated","12"
"retread","7"
"retreat","7"
"retreated","9"
"retreating","10"
"retreats","8"
"retrenching","11"
"retrial","7"
"retribution","11"
"retrieval","9"
"retrieve","8"
"retrieved","9"
"retriever","9"
"retroactive","11"
"retrograde","10"
"retrogress","10"
"retrogressive","13"
"retrospect","10"
"retrospection","13"
"retrospective","13"
"retroversion","12"
"retrovision","11"
"return","6"
"returned","8"
"returning","9"
"returns","7"
"Reuben","6"
"reunion","7"
"reunions","8"
"reunite","7"
"reunited","8"
"reuniting","9"
"reupholstering","14"
"reusable","8"
"reuse","5"
"rev","3"
"revaluation","11"
"revalue","7"
"revamp","6"
"revamped","8"
"revamping","9"
"reveal","6"
"revealed","8"
"revealing","9"
"reveals","7"
"reveille","8"
"revel","5"
"revelation","10"
"revelations","11"
"revelatory","10"
"reveled","7"
"reveling","8"
"reveller","8"
"revellers","9"
"revelling","9"
"revellings","10"
"revelry","7"
"revels","6"
"revenge","7"
"revenue","7"
"revenuers","9"
"revenues","8"
"reverberant","11"
"reverberate","11"
"reverberated","12"
"reverberation","13"
"reverberations","14"
"revere","6"
"revered","7"
"reverence","9"
"reverend","8"
"reverent","8"
"reverential","11"
"reverently","10"
"reverie","7"
"reversal","8"
"reverse","7"
"reversed","8"
"reverses","8"
"reversibility","13"
"reversible","10"
"reversing","9"
"reversion","9"
"revert","6"
"reverted","8"
"revery","6"
"review","6"
"reviewed","8"
"reviewer","8"
"reviewers","9"
"reviewing","9"
"reviews","7"
"revile","6"
"reviled","7"
"revise","6"
"revised","7"
"revising","8"
"revision","8"
"revisionism","11"
"revisionist","11"
"revisionists","12"
"revisions","9"
"revisited","9"
"revitalization","14"
"revitalize","10"
"revival","7"
"revivalism","10"
"revivalist","10"
"revivals","8"
"revive","6"
"revived","7"
"revivified","10"
"revivify","8"
"reviving","8"
"revocable","9"
"revocation","10"
"revoke","6"
"revoked","7"
"revolt","6"
"revolted","8"
"revolting","9"
"revolts","7"
"revolution","10"
"revolutionaries","15"
"revolutionary","13"
"revolutionists","14"
"revolutionize","13"
"revolutionized","14"
"revolutions","11"
"revolution's","12"
"revolve","7"
"revolved","8"
"revolver","8"
"revolves","8"
"revolving","9"
"revue","5"
"revulsion","9"
"revved","6"
"reward","6"
"rewarded","8"
"rewarding","9"
"rewards","7"
"rewire","6"
"reword","6"
"rewrite","7"
"rewrites","8"
"rewriting","9"
"rewritten","9"
"rewrote","7"
"Rex","3"
"rhapsodize","10"
"rhapsody","8"
"rhesus","6"
"rhetoric","8"
"rhetorical","10"
"rhetoricians","12"
"rheumatic","9"
"rheumatics","10"
"rheumatism","10"
"rheumatoid","10"
"Rhine","5"
"rhinestone","10"
"rhinestones","11"
"rhino","5"
"rhinoceros","10"
"rhinos","6"
"rhododendron","12"
"rhomboid","8"
"rhombus","7"
"rhubarb","7"
"rhyme","5"
"rhymes","6"
"rhyming","7"
"rhythm","6"
"rhythmic","8"
"rhythmical","10"
"rhythmically","12"
"rhythms","7"
"rib","3"
"ribbed","6"
"ribbing","7"
"ribbon","6"
"ribbons","7"
"ribcage","7"
"riboflavin","10"
"ribonucleic","11"
"ribs","4"
"rice","4"
"rich","4"
"Richard","7"
"Richard's","9"
"richer","6"
"riches","6"
"richest","7"
"richly","6"
"Richmond","8"
"richness","8"
"Rick","4"
"rickets","7"
"rickettsia","10"
"rickety","7"
"Rickey's","8"
"rickshaw","8"
"ricochet","8"
"ricocheted","10"
"rid","3"
"riddance","8"
"ridden","6"
"ridding","7"
"riddle","6"
"riddled","7"
"riddles","7"
"riddling","8"
"ride","4"
"rider","5"
"riders","6"
"rider's","7"
"rides","5"
"ridge","5"
"ridges","6"
"ridicule","8"
"ridiculed","9"
"ridiculing","10"
"ridiculous","10"
"riding","6"
"rife","4"
"riff","4"
"riffle","6"
"riffraff","8"
"rifle","5"
"rifled","6"
"rifleman","8"
"rifleman's","10"
"riflemen","8"
"riflemen's","10"
"rifles","6"
"rifle's","7"
"rifling","7"
"rift","4"
"rig","3"
"rigged","6"
"rigger","6"
"riggers","7"
"rigging","7"
"right","5"
"righteous","9"
"righteousness","13"
"rightfield","10"
"rightful","8"
"rightfully","10"
"righthander","11"
"righthandler","12"
"rightist","8"
"rightly","7"
"rightness","9"
"rights","6"
"rightward","9"
"rigid","5"
"rigidity","8"
"rigidly","7"
"rigmarole","9"
"rigorous","8"
"rigorously","10"
"rigs","4"
"rile","4"
"rim","3"
"rime","4"
"rimless","7"
"rimmed","6"
"rims","4"
"rind","4"
"ring","4"
"ringed","6"
"ringer","6"
"ringers","7"
"ringing","7"
"ringings","8"
"ringleader","10"
"ringler's","9"
"ringlet","7"
"ringlets","8"
"ringmaster","10"
"rings","5"
"ringside","8"
"ringworm","8"
"rink","4"
"rinker","6"
"rinse","5"
"rinsing","7"
"Rio","3"
"riot","4"
"rioted","6"
"rioters","7"
"rioting","7"
"riotous","7"
"riots","5"
"rip","3"
"ripcord","7"
"ripe","4"
"ripen","5"
"ripened","7"
"ripening","8"
"ripped","6"
"ripping","7"
"ripple","6"
"rippled","7"
"ripples","7"
"rippling","8"
"ripsaw","6"
"riptide","7"
"rise","4"
"risen","5"
"riser","5"
"rises","5"
"rising","6"
"risk","4"
"risked","6"
"risking","7"
"risks","5"
"risky","5"
"risotto","7"
"risque","6"
"rite","4"
"rites","5"
"ritual","6"
"ritualism","9"
"ritualist","9"
"ritualistic","11"
"ritualized","10"
"rituals","7"
"ritz","4"
"ritzy","5"
"rival","5"
"rivaled","7"
"rivalled","8"
"rivalries","9"
"rivalry","7"
"rivals","6"
"rival's","7"
"river","5"
"riverbank","9"
"riverbanks","10"
"riverbed","8"
"riverboat","9"
"rivers","6"
"riverside","9"
"riverside's","11"
"riverview","9"
"rivet","5"
"riveting","8"
"rivets","6"
"Riviera","7"
"rivulet","7"
"rivulets","8"
"roach","5"
"road","4"
"roadbed","7"
"roadblock","9"
"roadbuilding","12"
"roadhouse","9"
"roadie","6"
"roads","5"
"road's","6"
"roadside","8"
"roadster","8"
"roadway","7"
"roadways","8"
"roadworthy","10"
"roam","4"
"roamed","6"
"roamer","6"
"roaming","7"
"roar","4"
"roared","6"
"roaring","7"
"roars","5"
"roast","5"
"roasted","7"
"roasts","6"
"rob","3"
"robbed","6"
"robber","6"
"robberies","9"
"robbers","7"
"robbery","7"
"robbing","7"
"Robby","5"
"Robby's","7"
"robe","4"
"robed","5"
"Robert","6"
"Roberta","7"
"Roberto","7"
"robes","5"
"robin","5"
"Robinson","8"
"Robinson's","10"
"robot","5"
"robots","6"
"robs","4"
"Rob's","5"
"robust","6"
"robustness","10"
"Rochester","9"
"rock","4"
"rockabye","8"
"rockbound","9"
"rocked","6"
"Rockefeller","11"
"rocker","6"
"rockers","7"
"rocket","6"
"rocketry","8"
"rockets","7"
"rocket's","8"
"Rockettes","9"
"Rockies","7"
"rocking","7"
"rocklike","8"
"rock'n'roll","11"
"Rockport","8"
"rocks","5"
"rocky","5"
"rod","3"
"rode","4"
"rodent","6"
"rodents","7"
"rodeo","5"
"rodeos","6"
"Rodney","6"
"rods","4"
"Rod's","5"
"roe","3"
"Roger","5"
"rogue","5"
"rogues","6"
"roiling","7"
"role","4"
"roleplayed","10"
"roleplaying","11"
"roles","5"
"roll","4"
"rolled","6"
"roller","6"
"rollicking","10"
"rolling","7"
"rolls","5"
"Roman","5"
"romance","7"
"romancers","9"
"romances","8"
"romancing","9"
"Romanesque","10"
"Romania","7"
"Romans","6"
"romantic","8"
"romantically","12"
"romanticism","11"
"romanticist","11"
"romanticize","11"
"romanticizing","13"
"romantics","9"
"Rome","4"
"Romeo","5"
"Romeo's","7"
"Rome's","6"
"romp","4"
"romped","6"
"romper","6"
"romping","7"
"Ron","3"
"Ronald","6"
"rondo","5"
"roof","4"
"roofed","6"
"roofer","6"
"roofer's","8"
"roofing","7"
"roofs","5"
"rooftop","7"
"rooftops","8"
"rooftree","8"
"rook","4"
"rookie","6"
"rookies","7"
"room","4"
"roomer","6"
"roomful","7"
"rooming","7"
"roommate","8"
"roommates","9"
"rooms","5"
"room's","6"
"roomy","5"
"Roosevelt","9"
"Roosevelt's","11"
"roost","5"
"rooster","7"
"roosters","8"
"root","4"
"rooted","6"
"rooting","7"
"rootless","8"
"roots","5"
"rope","4"
"roped","5"
"ropes","5"
"ropewalk","8"
"Rorschach","9"
"Rosa","4"
"rosaries","8"
"rosary","6"
"rose","4"
"rosebud","7"
"rosebuds","8"
"rosebush","8"
"roseleaf","8"
"rosemary","8"
"rosen","5"
"roses","5"
"Rose's","6"
"rosette","7"
"rosettes","8"
"rosewater","9"
"rosewood","8"
"Rosie","5"
"rosin","5"
"Ross","4"
"roster","6"
"Roswell","7"
"rosy","4"
"rot","3"
"Rotarians","9"
"rotary","6"
"rotate","6"
"rotated","7"
"rotates","7"
"rotating","8"
"rotation","8"
"rotationally","12"
"rotations","9"
"rote","4"
"rotisserie","10"
"rotor","5"
"rots","4"
"rotten","6"
"rotting","7"
"rotund","6"
"rotunda","7"
"rotundity","9"
"rouge","5"
"rough","5"
"roughage","8"
"roughcast","9"
"roughed","7"
"roughen","7"
"roughened","9"
"rougher","7"
"roughest","8"
"roughhouse","10"
"roughish","8"
"roughly","7"
"roughneck","9"
"roughness","9"
"roughrider","10"
"roughshod","9"
"roulette","8"
"round","5"
"roundabout","10"
"rounded","7"
"roundhouse","10"
"rounding","8"
"roundly","7"
"roundness","9"
"rounds","6"
"round's","7"
"roundsman","9"
"roundup","7"
"roundups","8"
"rouse","5"
"roused","6"
"rousing","7"
"Rousseau","8"
"Rousseau's","10"
